id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,operator,phone,opening_hours,dispensing,address
22-00020,,,,22,2201,Sidi Bel-Abbes,35.214197,-0.638609,exact,osm_node,osm,"{""osm"":""node/2603799036""}",,,,,
22-00021,pharmacie bab daya,pharmacie bab daya,,22,2201,Sidi Bel-Abbes,35.182236,-0.631293,exact,osm_node,osm,"{""osm"":""node/2993827717""}",,,,,
22-00022,,,,22,2201,Sidi Bel-Abbes,35.205679,-0.640482,exact,osm_node,osm,"{""osm"":""node/3022181294""}",,,,,"gambetta batiment B6, sba 22000"
22-00023,Pharmacie Bendouina,Pharmacie Bendouina,,22,2201,Sidi Bel-Abbes,35.21793,-0.612237,exact,osm_node,osm,"{""osm"":""node/3190823432""}",,,,true,
22-00024,,,,22,2201,Sidi Bel-Abbes,35.187648,-0.622587,exact,osm_node,osm,"{""osm"":""node/3424129242""}",,,,,سيدي بلعباس
22-00025,,,,22,2201,Sidi Bel-Abbes,35.189489,-0.623994,exact,osm_node,osm,"{""osm"":""node/3424137911""}",,,,,سيدي بلعباس
22-00026,,,,22,2201,Sidi Bel-Abbes,35.197005,-0.63098,exact,osm_node,osm,"{""osm"":""node/3667010756""}",,,,,
22-00027,,,,22,2201,Sidi Bel-Abbes,35.196305,-0.612287,exact,osm_node,osm,"{""osm"":""node/3787901160""}",,,,,
22-00028,,,,22,2201,Sidi Bel-Abbes,35.194611,-0.612282,exact,osm_node,osm,"{""osm"":""node/3787957434""}",,,,,
22-00029,,,,22,2207,Boukhanefis,35.065581,-0.723306,exact,osm_node,osm,"{""osm"":""node/4142709582""}",,,Mo-Su 08:00-22:00,,
22-00030,,,,22,2207,Boukhanefis,35.060419,-0.721073,exact,osm_node,osm,"{""osm"":""node/4142726312""}",,,,,
22-00031,,,,22,2207,Boukhanefis,35.062565,-0.721563,exact,osm_node,osm,"{""osm"":""node/4142734094""}",,,,,
22-00032,,,,22,2201,Sidi Bel-Abbes,35.208447,-0.616338,exact,osm_node,osm,"{""osm"":""node/4162224489""}",,,,,
22-00033,,,,22,2201,Sidi Bel-Abbes,35.189531,-0.612438,exact,osm_node,osm,"{""osm"":""node/4162224689""}",,,,,
22-00034,سجاد,BENSEDJAD,سجاد,22,2229,Sfisef,35.235595,-0.245692,exact,osm_node,osm,"{""osm"":""node/4269700296""}",سجاد,,,,سفيزف
22-00035,,,,22,2206,Mezaourou,34.816468,-0.622887,exact,osm_node,osm,"{""osm"":""node/4343145793""}",,,,,
22-00036,Pharmacie 5989,Pharmacie 5989,,22,2201,Sidi Bel-Abbes,35.218468,-0.627606,exact,osm_node,osm,"{""osm"":""node/4375059673""}",,,,true,
22-00037,Pharmacie 1750,Pharmacie 1750,,22,2201,Sidi Bel-Abbes,35.217277,-0.623939,exact,osm_node,osm,"{""osm"":""node/4375059674""}",,,,true,
22-00038,Pharmacie 0322,Pharmacie 0322,,22,2201,Sidi Bel-Abbes,35.217644,-0.621984,exact,osm_node,osm,"{""osm"":""node/4375060660""}",,,,true,
22-00039,,,,22,2245,Ben Badis,34.924316,-0.956224,exact,osm_node,osm,"{""osm"":""node/4384380801""}",,,,,
22-00040,Pharmacie,Pharmacie,,22,2201,Sidi Bel-Abbes,35.204293,-0.644762,exact,osm_node,osm,"{""osm"":""node/4434574891""}",,,Sa-Th 08:00-22:00,,"Rue Djouihel Boumediene, 22000"
22-00041,Pharmacie,Pharmacie,,22,2201,Sidi Bel-Abbes,35.204296,-0.638655,exact,osm_node,osm,"{""osm"":""node/4434836489""}",,,,,22000
22-00042,Pharmacie,Pharmacie,,22,2201,Sidi Bel-Abbes,35.208203,-0.645903,exact,osm_node,osm,"{""osm"":""node/4436005599""}",,,,,22000
22-00043,Chaabane noumane,Chaabane noumane,,22,2201,Sidi Bel-Abbes,35.186332,-0.641345,exact,osm_node,osm,"{""osm"":""node/4516217091""}",,,,,
22-00044,تامي,Pharmacie Tami,تامي,22,2201,Sidi Bel-Abbes,35.180861,-0.63109,exact,osm_node,osm,"{""osm"":""node/4704094395""}",,,Mo-Su 08:30-22:00,,سيدي بلعباس
22-00045,,,,22,2229,Sfisef,35.232574,-0.246932,exact,osm_node,osm,"{""osm"":""node/4943050322""}",,,,,سفيزف
22-00046,,,,22,2201,Sidi Bel-Abbes,35.207199,-0.639237,exact,osm_node,osm,"{""osm"":""node/4959146814""}",,,,,
22-00047,,,,22,2250,Redjem Demouche,34.426859,-0.815119,exact,osm_node,osm,"{""osm"":""node/5013229123""}",,,,,
22-00048,Pharmacie Bereffas,Pharmacie Bereffas,,22,2229,Sfisef,35.235765,-0.236436,exact,osm_node,osm,"{""osm"":""node/5115533122""}",,,,,سفيزف
22-00049,Hamaidi,Hamaidi,,22,2201,Sidi Bel-Abbes,35.191539,-0.626983,exact,osm_node,osm,"{""osm"":""node/5161318822""}",,,,,Boulevard Abane Ramdane
22-00050,Pharmacie bremere,Pharmacie bremere,,22,2201,Sidi Bel-Abbes,35.187982,-0.616576,exact,osm_node,osm,"{""osm"":""node/5211733121""}",,,,,
22-00051,أيوب,Pharmacie Ayoub,أيوب,22,2205,Telagh,34.792513,-0.570911,exact,osm_node,osm,"{""osm"":""node/5252205223""}",,,,true,
22-00052,,,,22,2201,Sidi Bel-Abbes,35.205593,-0.642719,exact,osm_node,osm,"{""osm"":""node/5626329521""}",,,,,
22-00053,,,,22,2201,Sidi Bel-Abbes,35.179815,-0.630017,exact,osm_node,osm,"{""osm"":""node/5853497985""}",,,,,سيدي بلعباس
22-00054,Pharmacie sanour,Pharmacie sanour,,22,2201,Sidi Bel-Abbes,35.222647,-0.628362,exact,osm_node,osm,"{""osm"":""node/6248766785""}",,,,,
22-00055,سجاد,Pharmacie Bensedjad Sara,سجاد,22,2229,Sfisef,35.235181,-0.242727,exact,osm_node,osm,"{""osm"":""node/6887280785""}",سجاد,,,,سفيزف
22-00056,Pharmacie,Pharmacie,,22,2201,Sidi Bel-Abbes,35.213185,-0.615479,exact,osm_node,osm,"{""osm"":""node/6950569090""}",,,,,"Evitement Est de Sidi Bel Abbès, 22000"
22-00057,Pharmacie militaire,Pharmacie militaire,,22,2201,Sidi Bel-Abbes,35.214497,-0.612675,exact,osm_node,osm,"{""osm"":""node/6954436786""}",,,,,"Evitement Est de Sidi Bel Abbès, 22000"
22-00058,سويح,pharmacie SOUIYEH,سويح,22,2205,Telagh,34.782135,-0.571001,exact,osm_node,osm,"{""osm"":""node/6983179807""}",,,,true,
22-00059,صحبي,pharmacie SOHBI,صحبي,22,2205,Telagh,34.782136,-0.572874,exact,osm_node,osm,"{""osm"":""node/6983179808""}",,,,true,
22-00060,جبلي,pharmacie DJEBLI,جبلي,22,2205,Telagh,34.780835,-0.573217,exact,osm_node,osm,"{""osm"":""node/6983179809""}",,,,true,
22-00061,هاشمي,pharmacie HACHEMI,هاشمي,22,2205,Telagh,34.780652,-0.572431,exact,osm_node,osm,"{""osm"":""node/6983179810""}",,,,true,
22-00062,سايج,pharmacie SAIDJ,سايج,22,2205,Telagh,34.779504,-0.566075,exact,osm_node,osm,"{""osm"":""node/6983179811""}",,,,true,
22-00063,,,,22,2205,Telagh,34.780613,-0.575345,exact,osm_node,osm,"{""osm"":""node/6990915655""}",,,,true,
22-00064,ENDIMED,pharmacie ENDIMED,,22,2205,Telagh,34.783118,-0.573512,exact,osm_node,osm,"{""osm"":""node/6993738818""}",,,,true,
22-00065,طرشون,pharmacie TARCHOUNE,طرشون,22,2205,Telagh,34.784509,-0.572909,exact,osm_node,osm,"{""osm"":""node/6993738819""}",,,,true,
22-00066,سعيدي,pharmacie SAIDI,سعيدي,22,2205,Telagh,34.78335,-0.572895,exact,osm_node,osm,"{""osm"":""node/6993738823""}",,,,true,
22-00067,Pharmacie 6094,Pharmacie 6094,,22,2205,Telagh,34.786366,-0.572724,exact,osm_node,osm,"{""osm"":""node/7006727587""}",,,,true,
22-00068,,,,22,2208,Sidi Ali Boussidi,35.099664,-0.829566,exact,osm_node,osm,"{""osm"":""node/7305914385""}",,,,,
22-00069,Pharmacie 3598,Pharmacie 3598,,22,2244,Teghalimet,34.885152,-0.549764,exact,osm_node,osm,"{""osm"":""node/7861578087""}",,,,true,
22-00070,عبد الرحمن,Pharmacie Abderrahmane,عبد الرحمن,22,2244,Teghalimet,34.886622,-0.548829,exact,osm_node,osm,"{""osm"":""node/7861591887""}",,,,true,
22-00071,Pharmacie 5497,Pharmacie 5497,,22,2223,Ras El Ma,34.496544,-0.81562,exact,osm_node,osm,"{""osm"":""node/7887739986""}",,,,true,راس الماء
22-00072,Pharmacie 1683,Pharmacie 1683,,22,2223,Ras El Ma,34.4982,-0.814454,exact,osm_node,osm,"{""osm"":""node/7887745386""}",,,,true,
22-00073,Pharmacie 9430,Pharmacie 9430,,22,2223,Ras El Ma,34.495963,-0.817219,exact,osm_node,osm,"{""osm"":""node/7887745394""}",,,,true,
22-00074,Pharmacie 8737,Pharmacie 8737,,22,2223,Ras El Ma,34.496922,-0.818829,exact,osm_node,osm,"{""osm"":""node/7887745395""}",,,,true,
22-00075,مويلح,Pharmacie Mouilah,مويلح,22,2223,Ras El Ma,34.498646,-0.810835,exact,osm_node,osm,"{""osm"":""node/7888056386""}",,,,true,
22-00076,الدولة Pharmacie l etat,,الدولة,22,2229,Sfisef,35.234747,-0.242302,exact,osm_node,osm,"{""osm"":""node/8702157322""}",,,,,
22-00077,,,,22,2222,Merine,34.781019,-0.450264,exact,osm_node,osm,"{""osm"":""node/8702196617""}",,,,,
22-00078,,,,22,2245,Ben Badis,34.924937,-0.958821,approximate,osm_centroid,osm,"{""osm"":""way/437453287""}",,,,,
22-00079,,,,22,2245,Ben Badis,34.925095,-0.955791,approximate,osm_centroid,osm,"{""osm"":""way/604080601""}",,,,true,
23-00001,,,,23,2305,El Bouni,36.799663,7.597032,exact,osm_node,osm,"{""osm"":""node/12518978201""}",,,,,
23-00002,Pharmacie Bentrad.A,Pharmacie Bentrad.A,,23,2301,Annaba,36.90123,7.751577,exact,osm_node,osm,"{""osm"":""node/13329980038""}",,,Mo-Su 08:00-00:00,,'+213542900292
23-00003,,,,23,2302,Berrahal,36.82257,7.437423,exact,osm_node,osm,"{""osm"":""node/13376307597""}",,,,,"نهج الشهيد معنصري حسين بن حامد, الكاليتوسة 23033"
23-00004,,,,23,2301,Annaba,36.861611,7.781259,exact,osm_node,osm,"{""osm"":""node/2885895115""}",,,,,
23-00005,,,,23,2301,Annaba,36.860067,7.776875,exact,osm_node,osm,"{""osm"":""node/2885895116""}",,,,,
23-00006,,,,23,2301,Annaba,36.85981,7.782642,exact,osm_node,osm,"{""osm"":""node/2885895117""}",,,,,
23-00007,,,,23,2301,Annaba,36.858569,7.784721,exact,osm_node,osm,"{""osm"":""node/2885895118""}",,,,,
23-00008,,,,23,2301,Annaba,36.858899,7.778095,exact,osm_node,osm,"{""osm"":""node/2885895119""}",,,,,
23-00009,,,,23,2301,Annaba,36.859145,7.779718,exact,osm_node,osm,"{""osm"":""node/2885895120""}",,,,,
23-00010,,,,23,2301,Annaba,36.863826,7.775295,exact,osm_node,osm,"{""osm"":""node/2885895121""}",,,,,
23-00011,,,,23,2307,Cheurfa,36.786043,7.624638,exact,osm_node,osm,"{""osm"":""node/3078639246""}",,,,,"حجر الديس, سيدي عمار"
23-00012,,,,23,2305,El Bouni,36.785814,7.63007,exact,osm_node,osm,"{""osm"":""node/3078639248""}",,,,,
23-00013,Otmani,Otmani,,23,2311,Sidi Amar,36.854527,7.743375,exact,osm_node,osm,"{""osm"":""node/3225826839""}",,,08:00-19:00,,El Bouni
23-00014,,,,23,2311,Sidi Amar,36.852141,7.744901,exact,osm_node,osm,"{""osm"":""node/3496027700""}",,,,,
23-00015,Pharmacy - Sidi Amar,Pharmacie - Sidi Amar,'- سيدي عمار,23,2311,Sidi Amar,36.818869,7.71201,exact,osm_node,osm,"{""osm"":""node/4213265676""}",,,,,Sidi Amar 23005
23-00016,Pharmacy - Sidi Amar,Pharmacie - Sidi Amar,'- سيدي عمار,23,2311,Sidi Amar,36.819959,7.713894,exact,osm_node,osm,"{""osm"":""node/4213265909""}",,,,,Sidi Amar 23005
23-00017,Pharmacy - Sidi Amar,Pharmacie - Sidi Amar,'- سيدي عمار,23,2311,Sidi Amar,36.8215,7.714607,exact,osm_node,osm,"{""osm"":""node/4214224976""}",,,,,Sidi Amar 23005
23-00018,Pharmacie Lamri,Pharmacie Lamri,,23,2301,Annaba,36.902276,7.747485,exact,osm_node,osm,"{""osm"":""node/4308795233""}",,,,,
23-00019,,,,23,2301,Annaba,36.91894,7.756971,exact,osm_node,osm,"{""osm"":""node/4525268789""}",,,,,"نهج 28 يناير 1957, عنابة 23000"
23-00020,,,,23,2308,Seraidi,36.912953,7.673819,exact,osm_node,osm,"{""osm"":""node/4744552222""}",,,,,
23-00021,Mahdar,Mahdar,,23,2303,El Hadjar,36.806326,7.739899,exact,osm_node,osm,"{""osm"":""node/4756629325""}",,,,,502 logements
23-00022,حسينة,Mchentel Saliha,حسينة,23,2301,Annaba,36.888009,7.726912,exact,osm_node,osm,"{""osm"":""node/4817632422""}",,,,,
23-00023,صاليحة,Pharmacie Hafiane Saliha,صاليحة,23,2301,Annaba,36.899933,7.756184,exact,osm_node,osm,"{""osm"":""node/4817729824""}",,,,,
23-00024,Azoun karima EP zeroual El HADJAR,Azoun karima EP zeroual El HADJAR,,23,2303,El Hadjar,36.801271,7.737045,exact,osm_node,osm,"{""osm"":""node/4851620125""}",,,,,
23-00025,صورية,Pharmacie Bentaria,صورية,23,2311,Sidi Amar,36.852458,7.747055,exact,osm_node,osm,"{""osm"":""node/4851639921""}",,,,,
23-00026,مريم,Pharmacie Myriam Bouri,مريم,23,2301,Annaba,36.908392,7.734758,exact,osm_node,osm,"{""osm"":""node/4895890921""}",,,,,
23-00027,شريف,Pharmacie Bouchdeq Cherif,شريف,23,2301,Annaba,36.884148,7.726032,exact,osm_node,osm,"{""osm"":""node/4941715925""}",,,,,
23-00028,Allaoua,Allaoua,,23,2301,Annaba,36.896182,7.726036,exact,osm_node,osm,"{""osm"":""node/4941718227""}",,,,,
23-00029,Pharmacie Hazem abdelkader,Pharmacie Hazem abdelkader,حازم عبد القادر,23,2301,Annaba,36.89947,7.753005,exact,osm_node,osm,"{""osm"":""node/5155106021""}",,,,,Annaba 23000
23-00030,Pharmacie Amara Sara,Pharmacie Amara Sara,,23,2301,Annaba,36.902265,7.751555,exact,osm_node,osm,"{""osm"":""node/5248325139""}",,,,true,
23-00031,Pharmacie Belhouchet,Pharmacie Belhouchet,,23,2301,Annaba,36.897693,7.739545,exact,osm_node,osm,"{""osm"":""node/5285727321""}",,,,,"Boulevard de l'Afrique, 23000"
23-00032,Pharmacie Halisse,Pharmacie Halisse,,23,2312,Treat,36.89551,7.721815,exact,osm_node,osm,"{""osm"":""node/5405648522""}",,,,true,
23-00033,Pharmacie Cheribi,Pharmacie Cheribi,,23,2301,Annaba,36.895458,7.748432,exact,osm_node,osm,"{""osm"":""node/5542238121""}",,,,true,
23-00034,Pharmacie TRIDI,Pharmacie TRIDI,,23,2301,Annaba,36.892569,7.738036,exact,osm_node,osm,"{""osm"":""node/5789907553""}",,,,,Rue Oued Eddahab
23-00035,بولحبال,Pharmacie Boulahbal,بولحبال,23,2303,El Hadjar,36.807212,7.739651,exact,osm_node,osm,"{""osm"":""node/5801628354""}",,,,,
23-00036,باطح,Pharmacie Bateh,باطح,23,2303,El Hadjar,36.80431,7.737756,exact,osm_node,osm,"{""osm"":""node/5801638453""}",,,,,
23-00037,,,,23,2301,Annaba,36.875427,7.742235,exact,osm_node,osm,"{""osm"":""node/6072986290""}",,,,,
23-00038,,,,23,2301,Annaba,36.875712,7.738875,exact,osm_node,osm,"{""osm"":""node/6072986299""}",,,,,
23-00039,,,,23,2301,Annaba,36.897313,7.750766,exact,osm_node,osm,"{""osm"":""node/6072986311""}",,,,,
23-00040,Pharmacie Zakaria,Pharmacie Zakaria,,23,2301,Annaba,36.874088,7.732622,exact,osm_node,osm,"{""osm"":""node/6073008885""}",,,,,
23-00041,,,,23,2307,Cheurfa,36.789541,7.612337,exact,osm_node,osm,"{""osm"":""node/6253624288""}",,,,true,"حجر الديس, سيدي عمار"
23-00042,Bouzitoune hocine,Bouzitoune hocine,,23,2301,Annaba,36.893394,7.731465,exact,osm_node,osm,"{""osm"":""node/6259508786""}",,,,,
23-00043,Pharmacie Khebbeb N.,Pharmacie Khebbeb N.,خباب ن,23,2311,Sidi Amar,36.86285,7.730843,exact,osm_node,osm,"{""osm"":""node/6358261948""}",,'+213 664 53 03 75,,true,El Bouni 23000
23-00044,بوزيتون حسين,Pharmacie bouzitoune hocine,بوزيتون حسين,23,2301,Annaba,36.893387,7.731476,exact,osm_node,osm,"{""osm"":""node/6468796085""}",,,,,
23-00045,,,,23,2303,El Hadjar,36.805047,7.736629,exact,osm_node,osm,"{""osm"":""node/6786278277""}",,,,true,
23-00046,,,,23,2303,El Hadjar,36.808506,7.739408,exact,osm_node,osm,"{""osm"":""node/6786278278""}",,,,true,
23-00047,Pharmacie Moussa,Pharmacie Moussa,,23,2302,Berrahal,36.846994,7.425053,exact,osm_node,osm,"{""osm"":""node/6971849885""}",,,,true,2 حي طاشة
23-00048,,,,23,2301,Annaba,36.913062,7.765162,exact,osm_node,osm,"{""osm"":""node/7330381694""}",,,,true,"نهج التحرير, عنابة 23000"
23-00049,,,,23,2301,Annaba,36.908942,7.76245,exact,osm_node,osm,"{""osm"":""node/7330381724""}",,,,true,عنابة 23000
23-00050,,,,23,2305,El Bouni,36.82872,7.599177,exact,osm_node,osm,"{""osm"":""node/7705131241""}",,,,true,
23-00051,,,,23,2305,El Bouni,36.811032,7.606732,exact,osm_node,osm,"{""osm"":""node/7705138923""}",,,,true,
23-00052,Pharmacie 8487,Pharmacie 8487,,23,2301,Annaba,36.896969,7.731855,exact,osm_node,osm,"{""osm"":""node/8244704017""}",,,,true,
23-00053,Labed Pharm,Labed Pharm,,23,2311,Sidi Amar,36.846396,7.742123,exact,osm_node,osm,"{""osm"":""node/8418381417""}",,,Mo-Su 08:30-20:00,,200 logt Bouzaâroura
23-00054,PCH Pharmacie centrale des hôpitaux,PCH Pharmacie centrale des hôpitaux,,23,2301,Annaba,36.858991,7.751357,exact,osm_node,osm,"{""osm"":""node/8482302918""}",,,,,
23-00055,قوادري القبة,Kouadri Ouassim Kouba,قوادري القبة,23,2301,Annaba,36.924371,7.760253,approximate,osm_centroid,osm,"{""osm"":""way/1182501596""}",,,,,عنابة
23-00056,,,,23,2305,El Bouni,36.7914,7.622885,approximate,osm_centroid,osm,"{""osm"":""way/1182895921""}",,,,,"حجر الديس, سيدي عمار"
23-00057,,,,23,2306,Oued El Aneb,36.880533,7.492658,approximate,osm_centroid,osm,"{""osm"":""way/1182902107""}",,,,,
23-00058,,,,23,2306,Oued El Aneb,36.860876,7.518281,approximate,osm_centroid,osm,"{""osm"":""way/1182903001""}",,,,,
23-00059,Pharmacie Kouadria,Pharmacie Kouadria,,23,2309,Ain El Berda,36.648255,7.589902,approximate,osm_centroid,osm,"{""osm"":""way/666037278""}",Kouadria Djamel,,,true,
23-00060,,,,23,2309,Ain El Berda,36.65066,7.59105,approximate,osm_centroid,osm,"{""osm"":""way/666041955""}",,,,true,
24-00001,زكراوي نادية,Pharmacie Zakraoui Nadia,زكراوي نادية,24,2405,Tamlouka,36.157126,7.139976,exact,osm_node,osm,"{""osm"":""node/3298519544""}",,037279016,,true,"Rue Hoggas Mohamed, Tamlouka 24010"
24-00002,,,,24,2423,Ain Larbi,36.265207,7.395724,exact,osm_node,osm,"{""osm"":""node/4103697791""}",,,,,
24-00003,Pharmacie Mirech,Pharmacie Mirech,,24,2432,Ain Regada,36.260929,7.071837,exact,osm_node,osm,"{""osm"":""node/4284769289""}",,,,,
24-00004,chittibi,chittibi,,24,2404,Oued Zenati,36.317778,7.167666,exact,osm_node,osm,"{""osm"":""node/4337854890""}",,,,,1 novembre
24-00005,بودفلة,Pharmacie Boudefla,بودفلة,24,2415,Khezaras,36.371596,7.531363,exact,osm_node,osm,"{""osm"":""node/4653490690""}",,,,true,
24-00006,Pharmacie Guerari,Pharmacie Guerari,,24,2401,Guelma,36.465638,7.431734,exact,osm_node,osm,"{""osm"":""node/4727289394""}",,,,,
24-00007,علي,Pharmacie Ali Khirouni,علي,24,2401,Guelma,36.465817,7.436159,exact,osm_node,osm,"{""osm"":""node/4813396422""}",,,,,
24-00008,Pharmacie,Pharmacie,تباني,24,2431,Boumahra Ahmed,36.459692,7.515055,exact,osm_node,osm,"{""osm"":""node/5232801721""}",,,,,
24-00009,Pharmacie 9127,Pharmacie 9127,,24,2401,Guelma,36.454997,7.424214,exact,osm_node,osm,"{""osm"":""node/5543455121""}",,,,true,
24-00010,pharmacie صيدلية,Pharmacie Lr2c,pharmacie صيدلية,24,2403,Bouati Mahmoud,36.574052,7.383148,exact,osm_node,osm,"{""osm"":""node/5960715151""}",,,,,
24-00011,gherrari,gherrari,,24,2401,Guelma,36.46541,7.43166,exact,osm_node,osm,"{""osm"":""node/6469455985""}",,,,,
24-00012,katia guergouri,katia guergouri,,24,2401,Guelma,36.464987,7.433181,exact,osm_node,osm,"{""osm"":""node/6469481086""}",,,,,
24-00013,khairouni,khairouni,,24,2401,Guelma,36.465804,7.436234,exact,osm_node,osm,"{""osm"":""node/6469501587""}",,,,,
24-00014,,,,24,2401,Guelma,36.457603,7.435103,exact,osm_node,osm,"{""osm"":""node/6469521785""}",,,,,
24-00015,Hamri,Hamri,,24,2401,Guelma,36.466266,7.426608,exact,osm_node,osm,"{""osm"":""node/6469550185""}",,,,,
24-00016,Bensouilah,Bensouilah,,24,2401,Guelma,36.459336,7.424789,exact,osm_node,osm,"{""osm"":""node/6469597588""}",,,,,
24-00017,lamia djebbar,lamia djebbar,,24,2401,Guelma,36.464477,7.427689,exact,osm_node,osm,"{""osm"":""node/6469600485""}",,,,,
24-00018,Taleb,Taleb,,24,2401,Guelma,36.460834,7.411475,exact,osm_node,osm,"{""osm"":""node/6469635387""}",,,,,
24-00019,Sadaoui,Sadaoui,,24,2401,Guelma,36.459053,7.432874,exact,osm_node,osm,"{""osm"":""node/6469777686""}",,,,,
24-00020,Bekhakh,Bekhakh,,24,2411,Bendjarah,36.445873,7.44248,exact,osm_node,osm,"{""osm"":""node/6469826785""}",,,,,
24-00021,Baci,Baci,,24,2411,Bendjarah,36.442295,7.433672,exact,osm_node,osm,"{""osm"":""node/6469831486""}",,,,,
24-00022,Chahira Atti,Chahira Atti,,24,2410,Belkheir,36.46763,7.456649,exact,osm_node,osm,"{""osm"":""node/6472058287""}",,,,,
24-00023,Lamia Djebbar,Lamia Djebbar,,24,2401,Guelma,36.464194,7.427343,exact,osm_node,osm,"{""osm"":""node/6472142085""}",,,,,
24-00024,Bouhalit,Bouhalit,,24,2401,Guelma,36.465495,7.425265,exact,osm_node,osm,"{""osm"":""node/6472160385""}",,,,,
24-00025,Fetouhi,Fetouhi,,24,2401,Guelma,36.460142,7.420942,exact,osm_node,osm,"{""osm"":""node/6472195789""}",,,,,
24-00026,mehira,mehira,,24,2401,Guelma,36.451204,7.439987,exact,osm_node,osm,"{""osm"":""node/6472196688""}",,,,,
24-00027,Chnichen,Chnichen,,24,2401,Guelma,36.455816,7.427311,exact,osm_node,osm,"{""osm"":""node/6472232986""}",,,,,
24-00028,بن نخلة,Benakhla,بن نخلة,24,2401,Guelma,36.460366,7.436193,exact,osm_node,osm,"{""osm"":""node/6472268785""}",,,,,
24-00029,Aouissi,Aouissi,,24,2401,Guelma,36.464002,7.414783,exact,osm_node,osm,"{""osm"":""node/6472348785""}",,,,,
24-00030,Guenifi,Guenifi,,24,2401,Guelma,36.464228,7.416068,exact,osm_node,osm,"{""osm"":""node/6472412785""}",,,,,
24-00031,Boudouda,Boudouda,,24,2401,Guelma,36.468379,7.436578,exact,osm_node,osm,"{""osm"":""node/6477660985""}",,,,,قالمة
24-00032,Hozzi motors,Hozzi motors,,24,2401,Guelma,36.471338,7.430781,exact,osm_node,osm,"{""osm"":""node/6478262486""}",,,,,
24-00033,Amel,Amel,,24,2431,Boumahra Ahmed,36.459117,7.519449,exact,osm_node,osm,"{""osm"":""node/6535355285""}",,,,,
24-00034,Boukahil,Boukahil,,24,2426,Heliopolis,36.504336,7.44223,exact,osm_node,osm,"{""osm"":""node/6535361486""}",,,,,
24-00035,kamouche,kamouche,,24,2420,El Fedjoudj,36.505929,7.39634,exact,osm_node,osm,"{""osm"":""node/6535379086""}",,,,,
24-00036,kara zakaria,kara zakaria,,24,2420,El Fedjoudj,36.505553,7.399784,exact,osm_node,osm,"{""osm"":""node/6535384786""}",,,,,
24-00037,Djiribi,Djiribi,,24,2419,Hammam Debagh,36.460662,7.263915,exact,osm_node,osm,"{""osm"":""node/6535444085""}",,,,,
24-00038,Boudjehem,Boudjehem,,24,2419,Hammam Debagh,36.459877,7.264831,exact,osm_node,osm,"{""osm"":""node/6535444885""}",,,,,
24-00039,Aouata,Aouata,,24,2411,Bendjarah,36.431945,7.369729,exact,osm_node,osm,"{""osm"":""node/6544720985""}",,,,,
24-00040,Pharmacie 3618,Pharmacie 3618,,24,2411,Bendjarah,36.446969,7.431044,exact,osm_node,osm,"{""osm"":""node/6665917885""}",,,,true,
24-00041,,,,24,2401,Guelma,36.460555,7.431075,exact,osm_node,osm,"{""osm"":""node/6665954188""}",,,,,
24-00042,Bezzahi Haddouche Nawel,Bezzahi Haddouche Nawel,,24,2401,Guelma,36.468191,7.449384,exact,osm_node,osm,"{""osm"":""node/7172574386""}",,,,,
24-00043,أحمد البهاليل,Pharmacie Ahmed Al-Bhalil,أحمد البهاليل,24,2428,Roknia,36.54758,7.229681,exact,osm_node,osm,"{""osm"":""node/7527056863""}",البهاليل,,,true,الركنية
24-00044,بولامية,Pharmacie Boulamia,بولامية,24,2428,Roknia,36.544982,7.232721,exact,osm_node,osm,"{""osm"":""node/7527056874""}",,,,true,"شارع 20 أغسطس 1955, الركنية"
24-00045,boumezouat,boumezouat,,24,2416,Beni Mezline,36.480704,7.603976,exact,osm_node,osm,"{""osm"":""node/8111519618""}",,,,,بني مزلين
24-00046,حسني نبيلة,Pharmacie Hasni Nabilla,حسني نبيلة,24,2401,Guelma,36.470748,7.434287,exact,osm_node,osm,"{""osm"":""node/8586064317""}",,'+213671249769,Sa-Th 08:00-23:00,,الطريق الإستراتيجي محطة المسافرينsntv
24-00047,pharmacie hannachi,pharmacie hannachi,,24,2404,Oued Zenati,36.314372,7.160797,approximate,osm_centroid,osm,"{""osm"":""way/1180888485""}",,037274536,,,
24-00048,Pharmacie DORBANI,Pharmacie DORBANI,,24,2401,Guelma,36.471366,7.419813,approximate,osm_centroid,osm,"{""osm"":""way/1180900415""}",,,,,
24-00049,Kharoubi houria,Kharoubi houria,,24,2401,Guelma,36.461748,7.417096,approximate,osm_centroid,osm,"{""osm"":""way/1181369918""}",,,,,
24-00050,بن مشيش فيروز,Pharmacie Touati,بن مشيش فيروز,24,2405,Tamlouka,36.159506,7.138326,approximate,osm_centroid,osm,"{""osm"":""way/1181376521""}",,,,true,"Rue Saad Dahane, Tamlouka 24010"
24-00051,خليفة مولود,Pharmacie Khelifa Mouloud,خليفة مولود,24,2405,Tamlouka,36.159254,7.140426,approximate,osm_centroid,osm,"{""osm"":""way/1181376563""}",,,,true,"Rue de Republique, Tamlouka 24010"
24-00052,Pharmacie Medjez Amar,Pharmacie Medjez Amar,,24,2424,Medjez Amar,36.445831,7.312033,approximate,osm_centroid,osm,"{""osm"":""way/345138034""}",,,,true,
